##, Gene,  % In, % In, % Ratio, Up, Down, Up
1, Luc, 6.350699E-5, 1.8962799E-5, 0.2985939, , Luc, , Luc, 
2462, ASL, 5.72135E-6, 1.706652E-5, 2.9829533, , , , , 
2463, ASL, 4.7773276E-5, 7.58512E-7, 0.015877329, , , , , 
2464, ASL, 7.173143E-5, 3.79256E-7, 0.005287166, , , , , 
2465, ASL, 1.4303375E-6, 1.1681085E-4, 81.66663, , , , , 
2466, ASL, 1.215787E-5, 2.1021619E-5, 1.7290545, , , , , 
2467, ASMT, 5.0991533E-5, 6.555711E-6, 0.1285647, , , , , 
2468, ASMT, 2.2313267E-5, 5.0007613E-5, 2.2411606, , , , , 
2469, ASMT, 1.8308321E-5, 2.7035534E-5, 1.4766802, , , , , 
2470, ASMT, 5.0776985E-6, 1.6903981E-5, 3.3290637, , , , , 
2471, ASMT, 4.605687E-5, 5.385435E-5, 1.1693012, , , , , 
2472, ASMT, 1.351669E-5, 1.13235E-5, 0.8377421, , , , , 
2473, ASNA1, 6.608159E-5, 1.901698E-5, 0.28778028, , , , , 
2474, ASNA1, 9.139857E-5, 1.3490678E-5, 0.14760272, , , , , 
2475, ASNA1, 3.89767E-5, 4.2259955E-5, 1.0842364, , , , , 
2476, ASNA1, 5.3208558E-5, 4.7732075E-5, 0.8970752, , , , , 
2477, ASNA1, 1.2515454E-5, 1.0597496E-4, 8.467528, , , , , 
2478, ASNS, 1.9452591E-5, 1.4465907E-5, 0.74364936, , , , , 
2479, ASNS, 1.7521636E-5, 8.2352735E-6, 0.470006, , , , , 
2480, ASNS, 2.7247932E-5, 3.8629933E-5, 1.4177198, , , , , 
2481, ASNS, 8.93961E-6, 9.123816E-5, 10.206056, , , , , 
2482, ASNS, 1.69495E-5, 5.791781E-5, 3.4170806, , , , , 
2483, ASNS, 6.550946E-5, 1.1811116E-5, 0.18029633, , , , , 
2484, ASPA, 3.368445E-5, 5.5263017E-6, 0.16406092, , ASPA, , ASPA, 
2485, ASPA, 1.0441465E-5, 8.3815576E-5, 8.027185, , ASPA, , , 
2486, ASPA, 3.2611697E-5, 5.092866E-6, 0.15616685, , ASPA, , , 
2487, ASPA, 1.5376128E-5, 9.752297E-7, 0.063424915, , ASPA, , , 
2488, ASPA, 9.297194E-6, 1.9558773E-5, 2.1037285, , ASPA, , , 
2489, ASPH, 1.8451356E-5, 2.546433E-6, 0.13800791, , , , , 
2490, ASPH, 1.2944555E-5, 1.7391596E-5, 1.3435453, , , , , 
2491, ASPH, 1.6019781E-5, 5.5804812E-6, 0.3483494, , , , , 
2492, ASPH, 7.938374E-5, 3.5162448E-5, 0.4429427, , , , , 
2493, ASPH, 1.3302139E-5, 1.8583543E-5, 1.3970342, , , , , 
2494, ASRGL1, 2.0382311E-5, 3.7167087E-5, 1.8234972, , , , , 
2495, ASRGL1, 1.7593153E-5, 1.0348271E-5, 0.5881988, , , , , 
2496, ASRGL1, 1.0441465E-5, 1.5603675E-5, 1.4943953, , , , , 
2497, ASRGL1, 4.0192484E-5, 1.7933391E-5, 0.44618767, , , , , 
2498, ASRGL1, 7.3662386E-6, 3.2507657E-7, 0.044130605, , , , , 
2499, ASRGL1, 1.351669E-5, 8.804157E-5, 6.513545, , , , , 
2500, ASS1, 2.0310794E-5, 1.0835886E-6, 0.05335038, , ASS1, , ASS1, 
2501, ASS1, 8.438992E-6, 2.178013E-5, 2.5808923, , ASS1, , , 
2502, ASS1, 3.7045742E-5, 1.0673348E-5, 0.28811267, , ASS1, , , 
2503, ASS1, 3.711726E-5, 8.777068E-6, 0.23646863, , ASS1, , , 
2504, ASS1, 5.935901E-5, 2.5247613E-5, 0.42533752, , ASS1, , , 
2505, ATF1, 2.0739894E-6, 6.60989E-6, 3.1870413, , , , , 
2506, ATF1, 1.4446409E-5, 5.2662403E-5, 3.6453629, , , , , 
2507, ATF1, 7.2804185E-5, 8.056481E-5, 1.1065959, , , , , 
2508, ATF1, 3.4399618E-5, 5.3691812E-5, 1.5608258, , , , , 
2509, ATF1, 6.815558E-5, 1.3534022E-4, 1.985754, , , , , 
2510, ATF2, 2.7891583E-6, 3.532499E-5, 12.665107, , , , , 
2511, ATF2, 3.482872E-5, 1.6096709E-4, 4.6216764, , , , , 
2512, ATF2, 6.7297384E-5, 4.171816E-6, 0.061990757, , , , , 
2513, ATF2, 1.8594388E-6, 3.304945E-6, 1.7773885, , , , , 
2514, ATF2, 5.199277E-5, 1.3084331E-4, 2.5165675, , , , , 
2515, ATF2, 6.4365195E-5, 6.236052E-5, 0.9688547, , , , , 
2516, ATF3, 7.788188E-5, 9.383877E-5, 1.2048857, , , , , 
2517, ATF3, 3.0609226E-5, 4.6702666E-5, 1.5257709, , , , , 
2518, ATF3, 4.469805E-5, 2.538848E-4, 5.6799974, , , , , 
2519, ATF3, 1.1085116E-5, 1.2461269E-6, 0.11241442, , , , , 
2520, ATF3, 1.6234331E-5, 5.7213478E-5, 3.5242276, , , , , 
2521, ATF4, 2.3886638E-5, 8.56035E-6, 0.358374, , ATF4, , ATF4, 
2522, ATF4, 7.609396E-5, 1.27321655E-5, 0.16732164, , ATF4, , , 
2523, ATF4, 3.8404563E-5, 9.5897585E-6, 0.24970362, , ATF4, , , 
2524, ATF4, 3.990642E-5, 1.4937269E-4, 3.7430742, , ATF4, , , 
2525, ATF4, 9.4402285E-6, 1.137768E-6, 0.12052335, , ATF4, , , 
2526, ATF5, 2.431574E-5, 1.7554135E-5, 0.7219248, , , , , 
2527, ATF5, 8.009891E-6, 1.1919474E-5, 1.4880944, , , , , 
2528, ATF5, 1.3945792E-5, 2.6006126E-5, 1.864801, , , , , 
2529, ATF5, 5.707047E-5, 5.472122E-6, 0.0958836, , , , , 
2530, ATF5, 7.187446E-5, 1.6849803E-5, 0.23443379, , , , , 
2531, ATF7IP, 2.431574E-5, 5.3529275E-5, 2.2014248, , , , , 
2532, ATF7IP, 3.8547598E-5, 2.3947307E-5, 0.6212399, , , , , 
2533, ATF7IP, 3.6402093E-5, 1.2748419E-4, 3.5021117, , , , , 
2534, ATF7IP, 2.8535234E-5, 8.170258E-5, 2.8632174, , , , , 
2535, ATF7IP, 2.1455064E-6, 6.338993E-6, 2.9545438, , , , , 
2536, ATG10, 2.9464954E-5, 4.746118E-5, 1.6107671, , , , , 
2537, ATG10, 4.376833E-5, 1.6253829E-5, 0.3713605, , , , , 
2538, ATG10, 1.029843E-5, 2.4055666E-5, 2.3358574, , , , , 
2539, ATG10, 2.4172705E-5, 1.9667132E-5, 0.81360906, , , , , 
2540, ATG10, 2.7820066E-5, 1.0348271E-5, 0.37197146, , , , , 
2541, ATG12, 3.7474845E-5, 4.253085E-5, 1.1349173, , , , , 
2542, ATG12, 6.508036E-6, 3.39705E-5, 5.2197776, , , , , 
2543, ATG12, 3.7760914E-5, 3.602932E-5, 0.9541432, , , , , 
2544, ATG12, 1.1299667E-5, 1.7445776E-5, 1.5439196, , , , , 
2545, ATG12, 4.333923E-5, 1.4086652E-6, 0.032503236, , , , , 
2546, ATG16L1, 2.8821303E-5, 2.7089715E-7, 0.009399198, , , , , 
2547, ATG16L1, 7.1588394E-5, 5.8513783E-6, 0.08173641, , , , , 
2548, ATG16L1, 4.2910128E-7, 7.758494E-5, 180.808, , , , , 
2549, ATG16L1, 6.136148E-5, 5.770109E-5, 0.9403471, , , , , 
2550, ATG16L1, 1.3731241E-5, 1.0619168E-5, 0.7733582, , , , , 
2551, ATG16L2, 6.586705E-5, 2.7685688E-5, 0.42032686, , , , , 
2552, ATG16L2, 2.3672088E-5, 1.1724428E-4, 4.952849, , , , , 
2553, ATG16L2, 2.703338E-5, 4.453549E-5, 1.6474258, , , , , 
2554, ATG16L2, 2.588911E-5, 1.517024E-5, 0.5859699, , , , , 
2555, ATG16L2, 3.1753494E-5, 5.515466E-5, 1.7369634, , , , , 
2556, ATG2A, 2.3099952E-5, 2.6385382E-5, 1.1422267, , , , , 
2557, ATG2A, 4.2337993E-5, 2.4814179E-5, 0.5860972, , , , , 
2558, ATG2A, 1.1871802E-5, 9.535579E-6, 0.80321246, , , , , 
2559, ATG2A, 5.5783166E-6, 1.0890065E-5, 1.9522135, , , , , 
2560, ATG2A, 2.8034618E-5, 2.9744506E-5, 1.060992, , , , , 
2561, ATG2B, 6.543795E-5, 3.2507657E-7, 0.004967707, , , , , 
2562, ATG2B, 6.608159E-5, 1.2569627E-5, 0.19021374, , , , , 
2563, ATG2B, 1.3659724E-5, 8.939605E-5, 6.5444994, , , , , 
2564, ATG2B, 6.929986E-5, 4.0038598E-5, 0.5777587, , , , , 
2565, ATG2B, 3.1038326E-5, 1.2027833E-5, 0.38751552, , , , , 
2566, ATG3, 6.372154E-5, 2.4868357E-5, 0.3902661, , , , , 
2567, ATG3, 3.1753494E-5, 3.79256E-7, 0.011943757, , , , , 
2568, ATG3, 5.2207324E-6, 3.1803324E-5, 6.091736, , , , , 
2569, ATG3, 3.375597E-5, 2.270118E-5, 0.67250866, , , , , 
2570, ATG3, 3.189653E-5, 7.92645E-5, 2.485051, , , , , 
2571, ATG4A, 4.8273894E-5, 1.177319E-4, 2.4388316, , ATG4A, , ATG4A, 
2572, ATG4A, 5.7785637E-5, 6.2848135E-6, 0.10876083, , ATG4A, , , 
2573, ATG4A, 1.0656015E-5, 1.27321655E-5, 1.1948338, , ATG4A, , , 
2574, ATG4A, 3.98349E-5, 3.6679474E-5, 0.9207874, , ATG4A, , , 
2575, ATG4A, 6.4365195E-5, 1.5332778E-5, 0.23821536, , ATG4A, , , 
2576, ATG4A, 6.386457E-5, 7.0433257E-6, 0.110285334, , ATG4A, , , 
2577, ATG4B, 1.7164051E-6, 1.3777829E-4, 80.27143, ATG4B, , ATG4B, , 
2578, ATG4B, 8.860941E-5, 2.3947307E-5, 0.2702569, ATG4B, , , , 
2579, ATG4B, 3.5686924E-5, 3.6842011E-6, 0.10323673, ATG4B, , , , 
2580, ATG4B, 1.3302139E-5, 9.432639E-5, 7.0910687, ATG4B, , , , 
2581, ATG4B, 1.6448882E-6, 3.0828094E-5, 18.741756, ATG4B, , , , 
2582, ATG4C, 3.4113553E-5, 4.1068008E-5, 1.203862, , , , , 
2583, ATG4C, 3.0180123E-5, 4.762372E-5, 1.5779829, , , , , 
2584, ATG4C, 3.0752258E-6, 6.1060215E-5, 19.855522, , , , , 
2585, ATG4C, 4.2910128E-7, 3.42414E-5, 79.79794, , , , , 
2586, ATG4C, 8.160076E-5, 2.270118E-5, 0.27819815, , , , , 
2587, ATG4C, 2.8964336E-5, 5.472122E-6, 0.1889262, , , , , 
2588, ATG4D, 1.1342577E-4, 9.63852E-5, 0.8497646, , , , , 
2589, ATG4D, 3.7760914E-5, 3.0015402E-5, 0.7948802, , , , , 
2590, ATG4D, 3.7045742E-5, 8.018556E-5, 2.1645012, , , , , 
2591, ATG4D, 3.4900237E-5, 3.196586E-5, 0.91592103, , , , , 
2592, ATG4D, 2.6747313E-5, 4.534818E-5, 1.6954293, , , , , 
2593, ATG4D, 3.1825013E-5, 6.7724286E-6, 0.21280207, , , , , 
2594, ATG5, 1.7600304E-4, 2.9148532E-5, 0.1656138, , ATG5, , ATG5, 
2595, ATG5, 4.791631E-5, 5.905558E-6, 0.12324734, , ATG5, , , 
2596, ATG5, 3.8619114E-6, 1.8529364E-4, 47.979774, , ATG5, , , 
2597, ATG5, 5.842929E-5, 2.4164025E-5, 0.41356012, , ATG5, , , 
2598, ATG5, 6.7798E-5, 2.7089715E-7, 0.003995651, , ATG5, , , 
2599, ATG5, 5.871536E-5, 1.9125338E-5, 0.32572973, , ATG5, , , 
2600, ATG7, 9.154161E-6, 1.29488835E-5, 1.4145353, , , , , 
2601, ATG7, 5.292249E-6, 6.972892E-5, 13.175669, , , , , 
2602, ATG7, 7.151688E-8, 1.0890065E-5, 152.27266, , , , , 
2603, ATG7, 6.937137E-6, 1.3978292E-5, 2.0149944, , , , , 
2604, ATG7, 7.4592106E-5, 8.50617E-6, 0.11403579, , , , , 
2605, ATG7, 3.4256584E-5, 1.6416367E-5, 0.47921786, , , , , 
2606, ATG9A, 4.0192484E-5, 1.3685724E-4, 3.4050455, , , , , 
2607, ATG9A, 2.9607989E-5, 1.8637724E-5, 0.6294829, , , , , 
2608, ATG9A, 1.7736185E-5, 3.8467395E-5, 2.1688652, , , , , 
2609, ATG9A, 4.6485973E-5, 2.1129978E-5, 0.45454523, , , , , 
2610, ATG9A, 8.610632E-5, 7.314223E-6, 0.084944084, , , , , 
2611, ATG9B, 1.0355644E-4, 1.5928752E-5, 0.1538171, , , , , 
2612, ATG9B, 3.8333048E-5, 5.3637636E-5, 1.3992531, , , , , 
2613, ATG9B, 2.1025962E-5, 2.7631508E-5, 1.3141614, , , , , 
2614, ATG9B, 3.5758438E-7, 1.7283237E-5, 48.33331, , , , , 
2615, ATG9B, 3.7260295E-5, 1.4682625E-5, 0.39405552, , , , , 
2616, ATIC, 1.8308321E-5, 1.1486039E-5, 0.62736714, , , , , 
2617, ATIC, 1.2193628E-4, 1.4574266E-5, 0.11952362, , , , , 
2618, ATIC, 2.5102425E-5, 1.8475184E-5, 0.735992, , , , , 
2619, ATIC, 8.796576E-5, 1.0873811E-4, 1.2361413, , , , , 
2620, ATIC, 1.9309557E-5, 4.2259953E-6, 0.21885511, , , , , 
2621, ATM, 8.689301E-5, 3.418722E-5, 0.3934404, , , , , 
2622, ATM, 1.4303375E-6, 6.989146E-6, 4.8863616, , , , , 
2623, ATM, 4.4984117E-5, 1.2255387E-4, 2.724381, , , , , 
2624, ATM, 3.7903945E-5, 7.4442534E-5, 1.9639785, , , , , 
2625, ATM, 1.2086352E-5, 4.9574177E-5, 4.1016655, , , , , 
2626, ATN1, 4.0407038E-5, 6.1222754E-6, 0.15151508, , , , , 
2627, ATN1, 4.884603E-5, 8.6687083E-7, 0.017747007, , , , , 
2628, ATN1, 2.6461246E-6, 2.2213565E-6, 0.8394754, , , , , 
2629, ATN1, 8.5820255E-7, 5.0766124E-5, 59.15401, , , , , 
2630, ATN1, 4.834541E-5, 3.2670196E-5, 0.6757662, , , , , 
2631, ATOH1, 8.8037275E-5, 1.6253829E-7, 0.001846244, , , , , 
2632, ATOH1, 2.7390965E-5, 2.3459692E-5, 0.8564756, , , , , 
2633, ATOH1, 1.1943319E-5, 7.785584E-5, 6.5187774, , , , , 
2634, ATOH1, 2.5603043E-5, 2.5518511E-5, 0.9966984, , , , , 
2635, ATOH1, 4.426895E-5, 1.9829671E-5, 0.44793636, , , , , 
2636, ATOH1, 1.766467E-5, 2.373059E-5, 1.3433928, , , , , 
2637, ATP12A, 4.970423E-5, 2.251697E-4, 4.530192, , , , , 
2638, ATP12A, 1.4460713E-4, 4.4047876E-5, 0.3046038, , , , , 
2639, ATP12A, 3.919125E-5, 1.7283237E-5, 0.44099733, , , , , 
2640, ATP12A, 3.754636E-5, 1.1643159E-4, 3.1010087, , , , , 
2641, ATP12A, 1.8308321E-5, 4.6052515E-5, 2.515387, , , , , 
2642, ATP13A2, 4.770176E-5, 1.3241453E-4, 2.7758834, , , , , 
2643, ATP13A2, 4.4841083E-5, 3.987606E-5, 0.88927513, , , , , 
2644, ATP13A2, 3.2683212E-5, 7.9047786E-5, 2.418605, , , , , 
2645, ATP13A2, 2.6461244E-5, 1.8421006E-5, 0.6961504, , , , , 
2646, ATP13A2, 4.770176E-5, 3.4891553E-5, 0.7314521, , , , , 
2647, ATP13A2, 1.5755168E-4, 5.5804812E-6, 0.035420004, , , , , 
2648, ATP1A1, 4.4340463E-6, 5.417943E-7, 0.12218959, , , , , 
2649, ATP1A1, 1.3523841E-4, 5.7321835E-5, 0.42385763, , , , , 
2650, ATP1A1, 4.7558726E-5, 7.693478E-6, 0.16176797, , , , , 
2651, ATP1A1, 2.131203E-5, 4.361444E-5, 2.0464706, , , , , 
2652, ATP1A1, 2.8821303E-5, 3.7383805E-5, 1.2970893, , , , , 
2653, ATP1A2, 4.9847265E-5, 3.900919E-5, 0.7825743, , , , , 
2654, ATP1A2, 5.63553E-5, 5.417943E-7, 0.009613901, , , , , 
2655, ATP1A2, 4.8989063E-5, 1.0971334E-4, 2.2395477, , , , , 
2656, ATP1A2, 9.511745E-6, 3.5920963E-5, 3.7764852, , , , , 
2657, ATP1A2, 4.655749E-5, 1.2932629E-4, 2.7777762, , , , , 
2658, ATP1A3, 2.4673323E-5, 1.4140831E-5, 0.57312226, , , , , 
2659, ATP1A3, 4.376833E-5, 2.2972077E-5, 0.52485615, , , , , 
2660, ATP1A3, 1.9166524E-5, 5.6346607E-6, 0.2939845, , , , , 
2661, ATP1A3, 1.6448883E-5, 8.289452E-6, 0.50395226, , , , , 
2662, ATP1A3, 7.080171E-5, 2.3622231E-5, 0.33363926, , , , , 
2663, ATP1A4, 2.131203E-5, 7.1516847E-6, 0.33557034, , , , , 
2664, ATP1A4, 2.8320685E-5, 5.499212E-5, 1.9417652, , , , , 
2665, ATP1A4, 2.5460009E-5, 7.8831064E-5, 3.09627, , , , , 
2666, ATP1A4, 1.6091299E-5, 2.8173303E-5, 1.7508408, , , , , 
2667, ATP1A4, 3.118136E-5, 2.5247613E-5, 0.8097021, , , , , 
2668, ATP1B1, 9.583262E-6, 4.8761484E-7, 0.050881926, , , , , 
2669, ATP1B1, 3.8619113E-5, 1.9992209E-5, 0.51767653, , , , , 
2670, ATP1B1, 5.792867E-5, 6.718249E-6, 0.11597451, , , , , 
2671, ATP1B1, 3.139591E-5, 1.1865295E-5, 0.37792486, , , , , 
2672, ATP1B1, 1.7593153E-5, 2.2484463E-5, 1.2780235, , , , , 
2673, ATP1B2, 4.426895E-5, 1.6633085E-5, 0.375728, , , , , 
2674, ATP1B2, 4.9775746E-5, 2.3622231E-5, 0.4745731, , , , , 
2675, ATP1B2, 5.4209795E-5, 2.4814179E-5, 0.45774347, , , , , 
2676, ATP1B2, 9.797813E-6, 2.746897E-5, 2.803582, , , , , 
2677, ATP1B2, 6.436519E-7, 3.5162448E-5, 54.629604, , , , , 
2678, ATP1B3, 4.4125914E-5, 6.555711E-6, 0.14856827, , , , , 
2679, ATP1B3, 3.368445E-5, 1.1431859E-5, 0.33938092, , , , , 
2680, ATP1B3, 1.1657251E-5, 2.459746E-5, 2.1100566, , , , , 
2681, ATP1B3, 8.224441E-6, 5.244569E-5, 6.3768086, , , , , 
2682, ATP1B3, 1.2873038E-5, 1.9504594E-6, 0.15151508, , , , , 
2683, ATP2A1, 1.3016072E-5, 1.890862E-5, 1.4527133, , , , , 
2684, ATP2A1, 8.281654E-5, 3.034048E-5, 0.3663577, , , , , 
2685, ATP2A1, 1.4589444E-5, 1.0077373E-5, 0.69073045, , , , , 
2686, ATP2A1, 3.9548835E-5, 5.791781E-5, 1.4644631, , , , , 
2687, ATP2A1, 4.5985355E-5, 2.7089715E-7, 0.005890944, , , , , 
2688, ATP2A2, 6.436519E-6, 1.1583562E-4, 17.996624, ATP2A2, , ATP2A2, , 
2689, ATP2A2, 1.7736185E-5, 1.614547E-5, 0.9103124, ATP2A2, , , , 
2690, ATP2A2, 1.787922E-5, 6.068096E-6, 0.33939376, ATP2A2, , , , 
2691, ATP2A2, 6.751194E-5, 9.535579E-6, 0.14124286, ATP2A2, , , , 
2692, ATP2A2, 5.4352827E-6, 2.373059E-5, 4.366027, ATP2A2, , , , 
2693, ATP2A2, 2.8606752E-7, 2.0100568E-5, 70.265114, ATP2A2, , , , 
2694, ATP2A3, 4.1122206E-5, 5.797199E-6, 0.1409749, , , , , 
2695, ATP2A3, 7.151688E-8, 6.6640696E-6, 93.18177, , , , , 
2696, ATP2A3, 3.4471137E-5, 2.5789408E-5, 0.748145, , , , , 
2697, ATP2A3, 1.5161579E-5, 1.08142136E-4, 7.1326437, , , , , 
2698, ATP2A3, 3.3541415E-5, 7.9968835E-5, 2.384182, , , , , 
2699, ATP2A3, 1.6520398E-5, 9.156323E-6, 0.5542435, , , , , 
2700, ATP2B1, 2.3028435E-5, 2.5085075E-5, 1.0893087, , , , , 
2701, ATP2B1, 3.397052E-5, 2.2647E-5, 0.6666663, , , , , 
2702, ATP2B1, 9.7262955E-6, 8.002301E-5, 8.227491, , , , , 
2703, ATP2B1, 3.547237E-5, 1.1919474E-6, 0.033602133, , , , , 
2704, ATP2B1, 1.6870831E-4, 2.6114485E-5, 0.15479074, , , , , 
2705, ATP2B2, 1.0155397E-5, 1.8036332E-4, 17.760342, , , , , 
2706, ATP2B2, 2.8892819E-5, 5.2770763E-5, 1.8264319, , , , , 
2707, ATP2B2, 1.766467E-5, 7.1733564E-5, 4.060849, , , , , 
2708, ATP2B2, 1.5161579E-5, 1.701234E-5, 1.1220692, , , , , 
2709, ATP2B2, 1.351669E-5, 4.3343542E-7, 0.032066684, , , , , 
2710, ATP2B3, 6.7225865E-6, 1.0835886E-6, 0.16118626, , , , , 
2711, ATP2B3, 9.011127E-6, 1.3599037E-5, 1.5091382, , , , , 
2712, ATP2B3, 3.025164E-5, 1.6253829E-7, 0.0053728754, , , , , 
2713, ATP2B3, 7.5021206E-5, 2.654792E-5, 0.3538722, , , , , 
2714, ATP2B3, 6.944289E-5, 1.21795354E-4, 1.7538924, , , , , 
2715, ATP4A, 9.154161E-6, 2.4759998E-5, 2.7047808, , , , , 
2716, ATP4A, 7.480666E-5, 3.2561835E-5, 0.4352799, , , , , 
2717, ATP4A, 5.4853448E-5, 2.1455053E-5, 0.39113408, , , , , 
2718, ATP4A, 1.9881692E-5, 2.4055666E-5, 1.2099406, , , , , 
2719, ATP4A, 2.9822539E-5, 2.2972077E-5, 0.77029246, , , , , 
2720, ATP4B, 2.2456301E-5, 6.5828004E-5, 2.9313824, , , , , 
2721, ATP4B, 1.16930096E-4, 1.0727526E-5, 0.091743074, , , , , 
2722, ATP4B, 1.5161579E-5, 1.493185E-4, 9.848479, , , , , 
2723, ATP4B, 2.224175E-5, 1.3745321E-4, 6.179964, , , , , 
2724, ATP4B, 4.8273894E-5, 8.885426E-6, 0.18406275, , , , , 
2725, ATP5A1, 1.3874274E-5, 1.598293E-5, 1.1519831, , , , , 
2726, ATP5A1, 2.2527816E-5, 1.3328139E-5, 0.59163034, , , , , 
2727, ATP5A1, 4.7773276E-5, 1.3544857E-6, 0.028352372, , , , , 
2728, ATP5A1, 9.940846E-6, 1.1859877E-4, 11.93045, , , , , 
2729, ATP5A1, 8.088559E-5, 1.598293E-5, 0.19759923, , , , , 
2730, ATP5B, 1.9810175E-5, 2.5464331E-5, 1.2854167, , , , , 
2731, ATP5B, 1.8379838E-5, 1.1919474E-5, 0.6485081, , , , , 
2732, ATP5B, 5.821474E-5, 2.178013E-5, 0.37413427, , , , , 
2733, ATP5B, 9.082643E-6, 8.289452E-6, 0.91266954, , , , , 
2734, ATP5B, 5.792867E-5, 1.6763115E-4, 2.893751, , , , , 
2735, ATP5C1, 2.7748549E-5, 6.924131E-5, 2.4953127, , , , , 
2736, ATP5C1, 1.1585735E-5, 1.0754616E-4, 9.282637, , , , , 
2737, ATP5C1, 2.7104898E-5, 2.3838948E-5, 0.879507, , , , , 
2738, ATP5C1, 4.147979E-6, 1.6470547E-5, 3.9707403, , , , , 
2739, ATP5C1, 7.79534E-6, 1.6416367E-5, 2.1059206, , , , , 
2740, ATP5D, 2.0668378E-5, 2.8064944E-5, 1.3578687, , , , , 
2741, ATP5D, 3.5758438E-7, 7.097505E-6, 19.848476, , , , , 
2742, ATP5D, 7.180295E-5, 1.6253829E-7, 0.0022636715, , , , , 
2743, ATP5D, 2.910737E-5, 4.0146955E-5, 1.3792711, , , , , 
2744, ATP5D, 6.508036E-6, 1.71207E-5, 2.6307013, , , , , 
2745, ATP5F1, 9.797813E-6, 1.29488835E-5, 1.3216096, , , , , 
2746, ATP5F1, 1.0727532E-5, 2.643956E-5, 2.4646451, , , , , 
2747, ATP5F1, 4.99903E-5, 3.79256E-7, 0.007586592, , , , , 
2748, ATP5F1, 1.766467E-5, 3.326617E-5, 1.8832035, , , , , 
2749, ATP5F1, 1.3452324E-4, 9.264682E-6, 0.06887049, , , , , 
2750, ATP5G1, 5.0776985E-6, 7.157103E-5, 14.095171, , , , , 
2751, ATP5G1, 1.8451356E-5, 2.8173304E-6, 0.15268962, , , , , 
2752, ATP5G1, 3.1324395E-5, 1.3761574E-5, 0.4393245, , , , , 
2753, ATP5G1, 1.1657251E-5, 3.3699605E-5, 2.8908708, , , , , 
2754, ATP5G1, 1.8665905E-5, 1.1594398E-5, 0.6211538, , , , , 
2755, ATP5G2, 1.902349E-5, 2.8877635E-5, 1.5179988, , , , , 
2756, ATP5G2, 4.5413217E-5, 2.459746E-5, 0.5416366, , , , , 
2757, ATP5G2, 1.0870565E-5, 2.3297154E-5, 2.143141, , , , , 
2758, ATP5G2, 5.7285022E-5, 6.2848135E-6, 0.10971129, , , , , 
2759, ATP5G2, 1.9238041E-5, 3.023212E-5, 1.571476, , , , , 
2760, ATP5G3, 7.3090254E-5, 4.8761484E-7, 0.0066714073, , ATP5G3, , ATP5G3, 
2761, ATP5G3, 4.9346645E-6, 7.178774E-5, 14.547644, , ATP5G3, , , 
2762, ATP5G3, 6.2934855E-6, 1.4303369E-5, 2.2727263, , ATP5G3, , , 
2763, ATP5G3, 5.5497097E-5, 9.210503E-7, 0.01659637, , ATP5G3, , , 
2764, ATP5G3, 2.3314502E-5, 6.555711E-6, 0.28118598, , ATP5G3, , , 
2765, ATP5H, 1.05988016E-4, 1.7825032E-5, 0.16817969, , ATP5H, , ATP5H, 
2766, ATP5H, 1.0870565E-5, 1.7478284E-4, 16.07854, , ATP5H, , , 
2767, ATP5H, 3.0108606E-5, 3.2507657E-7, 0.010796799, , ATP5H, , , 
2768, ATP5H, 5.4209795E-5, 1.5549496E-5, 0.28683925, , ATP5H, , , 
2769, ATP5H, 4.169434E-5, 2.8823455E-5, 0.6913038, , ATP5H, , , 
2770, ATP5I, 5.406676E-5, 1.706652E-5, 0.31565642, , , , , 
2771, ATP5I, 1.7307086E-5, 1.2136192E-5, 0.7012268, , , , , 
2772, ATP5I, 1.3016072E-5, 1.1756936E-5, 0.903263, , , , , 
2773, ATP5I, 6.429367E-5, 7.5309404E-6, 0.11713346, , , , , 
2774, ATP5I, 5.292249E-6, 3.5920963E-5, 6.787466, , , , , 
2775, ATP5J, 5.5640132E-5, 9.373041E-6, 0.16845828, , ATP5J, , ATP5J, 
2776, ATP5J, 1.215787E-5, 2.1563412E-5, 1.7736176, , ATP5J, , , 
2777, ATP5J, 4.7058107E-5, 9.427221E-6, 0.2003315, , ATP5J, , , 
2778, ATP5J, 2.681883E-5, 1.517024E-6, 0.056565627, , ATP5J, , , 
2779, ATP5J, 2.1455064E-5, 1.701234E-5, 0.79292893, , ATP5J, , , 
2780, ATP5J2, 3.3827484E-5, 4.442713E-6, 0.13133442, , , , , 
2781, ATP5J2, 5.9215978E-5, 8.565767E-5, 1.4465297, , , , , 
2782, ATP5J2, 2.5531526E-5, 3.700455E-5, 1.4493669, , , , , 
2783, ATP5J2, 6.171907E-5, 1.6362188E-5, 0.2651075, , , , , 
2784, ATP5J2, 4.2337993E-5, 8.4844985E-5, 2.0039916, , , , , 
2785, ATP5L, 3.9477316E-5, 8.804157E-5, 2.2301812, , , , , 
2786, ATP5L, 2.4387256E-5, 1.13235E-5, 0.46432036, , , , , 
2787, ATP5L, 5.9430527E-5, 5.7430193E-6, 0.096634164, , , , , 
2788, ATP5L, 1.4303376E-5, 7.58512E-7, 0.05303028, , , , , 
2789, ATP5L, 5.864384E-6, 6.333575E-5, 10.800068, , , , , 
2790, ATP5O, 9.869329E-6, 1.0185732E-5, 1.0320592, , , , , 
2791, ATP5O, 2.4530289E-5, 2.183431E-5, 0.89009595, , , , , 
2792, ATP5O, 7.4091484E-5, 1.327396E-5, 0.17915635, , , , , 
