##, Gene,  % In, % In, % Ratio, Up, Down, Up
1, Luc, 6.350699E-5, 1.8962799E-5, 0.2985939, , Luc, , Luc, 
11285, GGA1, 1.7164051E-5, 8.338214E-5, 4.857952, , , , , 
11286, GGA1, 5.935901E-6, 3.3807963E-5, 5.6955066, , , , , 
11287, GGA1, 3.296928E-5, 4.0417854E-5, 1.2259246, , , , , 
11288, GGA1, 3.0823776E-5, 8.5495136E-5, 2.773675, , , , , 
11289, GGA1, 2.703338E-5, 7.606792E-5, 2.8138516, , , , , 
11290, GGA3, 7.194598E-5, 1.0109881E-4, 1.4052045, , , , , 
11291, GGA3, 2.8320685E-5, 3.0882275E-6, 0.10904495, , , , , 
11292, GGA3, 2.8606752E-5, 5.775527E-5, 2.0189385, , , , , 
11293, GGA3, 8.238744E-5, 7.021654E-5, 0.8522724, , , , , 
11294, GGA3, 4.398288E-5, 7.4767613E-6, 0.16999254, , , , , 
11295, GGA3, 3.8404563E-5, 3.1369887E-5, 0.81682706, , , , , 
11296, GGCX, 8.438992E-6, 4.2422493E-5, 5.026962, , , , , 
11297, GGCX, 6.071783E-5, 2.9961224E-5, 0.49345016, , , , , 
11298, GGCX, 2.6461244E-5, 3.4674835E-5, 1.3104007, , , , , 
11299, GGCX, 4.1551306E-5, 1.137768E-5, 0.27382243, , , , , 
11300, GGCX, 7.723823E-6, 6.9295485E-5, 8.971657, , , , , 
11301, GGH, 2.0739895E-5, 9.172577E-5, 4.4226727, , GGH, , GGH, 
11302, GGH, 4.8917547E-5, 3.2507658E-6, 0.06645398, , GGH, , , 
11303, GGH, 5.4638895E-5, 7.58512E-7, 0.013882272, , GGH, , , 
11304, GGH, 6.1075414E-5, 6.555711E-6, 0.107337974, , GGH, , , 
11305, GGH, 1.5876747E-5, 1.0564989E-5, 0.6654379, , GGH, , , 
11306, GGH, 2.5173942E-5, 1.9889268E-4, 7.9007363, , GGH, , , 
11307, GGPS1, 1.7807703E-5, 5.7592733E-5, 3.2341473, GGPS1, , GGPS1, , 
11308, GGPS1, 4.2910127E-5, 2.5789408E-5, 0.60100985, GGPS1, , , , 
11309, GGPS1, 6.436519E-7, 2.4326564E-5, 37.794598, GGPS1, , , , 
11310, GGPS1, 5.792867E-5, 1.1052603E-5, 0.19079678, GGPS1, , , , 
11311, GGPS1, 3.919125E-5, 1.4904761E-4, 3.803084, GGPS1, , , , 
11312, GGT1, 1.6305848E-5, 1.5441137E-5, 0.9469693, , , , , 
11313, GGT1, 1.2515454E-5, 8.544096E-5, 6.8268366, , , , , 
11314, GGT1, 7.430604E-5, 1.7174878E-5, 0.23113705, , , , , 
11315, GGT1, 2.8964336E-5, 1.330105E-4, 4.5922165, , , , , 
11316, GGT1, 2.3529054E-5, 3.310363E-5, 1.4069258, , , , , 
11317, GGTL3, 9.096947E-5, 3.2670196E-5, 0.35913363, , , , , 
11318, GGTL3, 9.511745E-6, 2.5355972E-5, 2.665754, , , , , 
11319, GGTL3, 4.8989063E-5, 3.42414E-5, 0.69896007, , , , , 
11320, GGTL3, 3.6831192E-5, 1.5051044E-4, 4.086494, , , , , 
11321, GGTL3, 1.008388E-5, 9.752297E-6, 0.96711755, , , , , 
11322, GGTL3, 8.059952E-5, 1.1865295E-5, 0.14721297, , , , , 
11323, GH1, 2.3958155E-5, 3.2886914E-5, 1.3726814, , , , , 
11324, GH1, 1.7807703E-5, 4.0092777E-6, 0.2251429, , , , , 
11325, GH1, 1.9881692E-5, 4.9682534E-5, 2.4989088, , , , , 
11326, GH1, 1.3445173E-5, 1.5441137E-5, 1.1484522, , , , , 
11327, GH1, 2.7319447E-5, 4.442713E-6, 0.16262089, , , , , 
11328, GH1, 1.3445173E-5, 3.803396E-5, 2.8288188, , , , , 
11329, GHR, 7.080171E-6, 4.9845075E-6, 0.7040095, , GHR, , GHR, 
11330, GHR, 1.0484375E-4, 1.8800261E-5, 0.17931695, , GHR, , , 
11331, GHR, 4.0836137E-5, 8.668709E-6, 0.21228033, , GHR, , , 
11332, GHR, 8.253048E-5, 1.26238065E-5, 0.15295932, , GHR, , , 
11333, GHR, 3.3040797E-5, 1.1025514E-4, 3.3369396, , GHR, , , 
11334, GHRH, 7.3662386E-6, 1.11501264E-4, 15.136798, , , , , 
11335, GHRH, 3.4900237E-5, 4.9465816E-5, 1.417349, , , , , 
11336, GHRH, 9.583262E-6, 3.808814E-5, 3.9744442, , , , , 
11337, GHRH, 6.486581E-5, 1.9504594E-5, 0.30069146, , , , , 
11338, GHRH, 2.3457536E-5, 2.4434921E-5, 1.0416662, , , , , 
11339, GHRH, 7.7381264E-5, 9.427221E-6, 0.12182821, , , , , 
11340, GHRHR, 6.078935E-5, 5.4071068E-5, 0.8894826, , , , , 
11341, GHRHR, 5.0061817E-7, 2.7306432E-5, 54.54543, , , , , 
11342, GHRHR, 5.5640132E-5, 3.326617E-5, 0.59788084, , , , , 
11343, GHRHR, 5.935901E-6, 5.943483E-5, 10.0127735, , , , , 
11344, GHRHR, 7.401997E-5, 5.959737E-6, 0.08051526, , , , , 
11345, GHRL, 1.9245192E-4, 5.363763E-6, 0.027870666, , GHRL, , GHRL, 
11346, GHRL, 5.8858393E-5, 1.7337417E-6, 0.02945615, , GHRL, , , 
11347, GHRL, 1.0412858E-4, 2.643956E-5, 0.25391263, , GHRL, , , 
11348, GHRL, 8.295958E-6, 8.354468E-5, 10.070528, , GHRL, , , 
11349, GHRL, 2.0024727E-6, 1.4086651E-5, 7.0346284, , GHRL, , , 
11350, GHSR, 4.2910128E-7, 1.2677987E-4, 295.4544, , , , , 
11351, GHSR, 4.927513E-5, 2.7089715E-7, 0.005497644, , , , , 
11352, GHSR, 7.0086544E-6, 1.9450415E-5, 2.7751997, , , , , 
11353, GHSR, 6.1075414E-5, 4.3343542E-7, 0.007096725, , , , , 
11354, GHSR, 4.655749E-5, 2.7414791E-5, 0.58883744, , , , , 
11355, GIP, 6.0646315E-5, 3.79256E-7, 0.0062535703, , , , , 
11356, GIP, 1.2300903E-5, 5.0603587E-5, 4.1138105, , , , , 
11357, GIP, 1.008388E-5, 2.7523149E-5, 2.7294207, , , , , 
11358, GIP, 3.5615405E-5, 1.6633085E-5, 0.46701938, , , , , 
11359, GIP, 5.3137042E-5, 6.2306344E-6, 0.11725595, , , , , 
11360, GIPR, 3.003709E-5, 1.0619168E-5, 0.35353518, , , , , 
11361, GIPR, 7.3662386E-6, 1.4357548E-5, 1.9491017, , , , , 
11362, GIPR, 2.267085E-5, 1.28405245E-5, 0.5663892, , , , , 
11363, GIPR, 1.2014836E-5, 2.2321925E-5, 1.8578634, , , , , 
11364, GIPR, 1.9166524E-5, 2.1671771E-7, 0.011307095, , , , , 
11365, GIT1, 9.869329E-6, 5.5317196E-5, 5.60496, , , , , 
11366, GIT1, 6.207665E-5, 3.2778553E-5, 0.5280335, , , , , 
11367, GIT1, 4.3911365E-5, 6.6640696E-6, 0.15176184, , , , , 
11368, GIT1, 1.7807703E-5, 9.535579E-6, 0.53547496, , , , , 
11369, GIT1, 1.9810175E-5, 3.9117545E-5, 1.9746188, , , , , 
11370, GJA1, 3.597299E-5, 3.115317E-5, 0.8660156, , GJA1, , GJA1, 
11371, GJA1, 6.987199E-5, 9.535579E-6, 0.13647214, , GJA1, , , 
11372, GJA1, 4.4125914E-5, 8.451991E-6, 0.19154257, , GJA1, , , 
11373, GJA1, 5.1706706E-5, 3.0828094E-5, 0.5962108, , GJA1, , , 
11374, GJA1, 1.5161578E-4, 2.2538643E-5, 0.14865631, , GJA1, , , 
11375, GJA3, 5.9645077E-5, 6.1710365E-5, 1.0346262, , , , , 
11376, GJA3, 6.472278E-5, 3.9388444E-5, 0.6085716, , , , , 
11377, GJA3, 1.5447646E-5, 2.4922538E-5, 1.613355, , , , , 
11378, GJA3, 5.220732E-5, 3.2941094E-5, 0.63096696, , , , , 
11379, GJA3, 9.4402285E-6, 3.8250677E-5, 4.0518804, , , , , 
11380, GJA4, 3.0609226E-5, 7.58512E-7, 0.024780503, , , , , 
11381, GJA4, 1.04200095E-4, 3.131571E-5, 0.30053437, , , , , 
11382, GJA4, 6.565249E-5, 9.123816E-5, 1.3897135, , , , , 
11383, GJA4, 2.703338E-5, 9.156323E-5, 3.3870435, , , , , 
11384, GJA4, 3.275473E-5, 1.5316524E-4, 4.6761255, , , , , 
11385, GJB1, 1.300892E-4, 1.3279378E-4, 1.0207901, , , , , 
11386, GJB1, 4.3625296E-6, 4.7569538E-5, 10.904119, , , , , 
11387, GJB1, 5.4710414E-5, 5.591317E-5, 1.021984, , , , , 
11388, GJB1, 1.4174645E-4, 6.301067E-5, 0.44453087, , , , , 
11389, GJB1, 1.6162814E-5, 1.29488835E-5, 0.80115277, , , , , 
11390, GJD2, 1.0727532E-5, 2.7523149E-5, 2.5656552, , , , , 
11391, GJD2, 7.216053E-5, 1.6714353E-4, 2.3162735, , , , , 
11392, GJD2, 3.8190014E-5, 6.5015314E-7, 0.017024167, , , , , 
11393, GJD2, 9.554655E-5, 3.9171726E-5, 0.4099753, , , , , 
11394, GJD2, 6.429367E-5, 9.752297E-7, 0.015168362, , , , , 
11395, GJD2, 1.8165287E-5, 1.4140831E-5, 0.77845347, , , , , 
11396, GK2, 1.7807703E-5, 1.3534022E-4, 7.6000943, , , , , 
11397, GK2, 6.8656204E-6, 1.1919474E-5, 1.7361102, , , , , 
11398, GK2, 2.9965573E-5, 3.7546342E-5, 1.2529826, , , , , 
11399, GK2, 1.0055273E-4, 2.8552558E-5, 0.28395608, , , , , 
11400, GK2, 3.2897765E-6, 2.5897767E-5, 7.8721967, , , , , 
11401, GLA, 4.562777E-5, 4.7786256E-5, 1.0473064, , , , , 
11402, GLA, 2.5960628E-5, 5.520884E-5, 2.1266372, , , , , 
11403, GLA, 1.6877984E-5, 5.7430193E-6, 0.34026688, , , , , 
11404, GLA, 4.1837375E-5, 3.987606E-5, 0.9531205, , , , , 
11405, GLA, 3.3612934E-5, 1.8421006E-5, 0.54803324, , , , , 
11406, GLB1, 5.8500806E-5, 2.9256892E-6, 0.05001109, , , , , 
11407, GLB1, 3.4399618E-5, 2.0208927E-5, 0.5874753, , , , , 
11408, GLB1, 3.296928E-5, 4.1122184E-5, 1.2472879, , , , , 
11409, GLB1, 1.0012363E-5, 3.2778553E-5, 3.2738078, , , , , 
11410, GLB1, 1.3373657E-5, 2.2972077E-5, 1.717711, , , , , 
11411, GLB1, 7.9884354E-5, 1.2190371E-5, 0.15260024, , , , , 
11412, GLCE, 4.5484736E-5, 2.7089715E-7, 0.0059557813, , GLCE, , GLCE, 
11413, GLCE, 3.275473E-5, 6.1222754E-6, 0.1869127, , GLCE, , , 
11414, GLCE, 2.5817593E-5, 7.037908E-5, 2.7260125, , GLCE, , , 
11415, GLCE, 3.5114786E-5, 2.4055666E-5, 0.685058, , GLCE, , , 
11416, GLCE, 4.44835E-5, 6.989146E-6, 0.15711772, , GLCE, , , 
11417, GLG1, 2.5460009E-5, 2.0750722E-5, 0.815032, , , , , 
11418, GLG1, 7.423452E-5, 3.4403936E-5, 0.4634493, , , , , 
11419, GLG1, 4.8989063E-5, 1.6470547E-5, 0.33620867, , , , , 
11420, GLG1, 2.4172705E-5, 4.0959647E-5, 1.6944586, , , , , 
11421, GLG1, 6.1504516E-6, 6.723667E-5, 10.93199, , , , , 
11422, GLI1, 2.5030908E-5, 3.2616015E-5, 1.3030297, , , , , 
11423, GLI1, 2.174113E-5, 1.3924114E-4, 6.404503, , , , , 
11424, GLI1, 1.9238041E-5, 1.977549E-5, 1.0279368, , , , , 
11425, GLI1, 9.368711E-6, 4.2259953E-6, 0.4510754, , , , , 
11426, GLI1, 6.007418E-6, 1.3436498E-5, 2.2366512, , , , , 
11427, GLI1, 3.5758438E-7, 2.3188795E-5, 64.84846, , , , , 
11428, GLI2, 2.0024727E-6, 2.08049E-5, 10.3896055, , , , , 
11429, GLI2, 1.1156633E-5, 8.9721136E-5, 8.041954, , , , , 
11430, GLI2, 1.3223471E-4, 2.557269E-5, 0.19338864, , , , , 
11431, GLI2, 3.7474845E-5, 3.0719737E-5, 0.81974286, , , , , 
11432, GLI2, 4.4411983E-5, 1.890862E-5, 0.42575493, , , , , 
11433, GLI3, 1.1063661E-4, 5.780945E-5, 0.5225165, , , , , 
11434, GLI3, 4.398288E-5, 9.752297E-7, 0.022172939, , , , , 
11435, GLI3, 6.071783E-5, 2.3459692E-5, 0.38637236, , , , , 
11436, GLI3, 4.0407038E-5, 5.119956E-5, 1.2670951, , , , , 
11437, GLI3, 4.4841083E-5, 1.6037111E-5, 0.35764325, , , , , 
11438, GLI3, 3.1324395E-5, 9.459728E-5, 3.0199237, , , , , 
11439, GLI4, 3.0394674E-5, 1.0673348E-5, 0.35115847, , , , , 
11440, GLI4, 3.9763385E-5, 2.3893128E-5, 0.60088265, , , , , 
11441, GLI4, 1.3874274E-5, 3.2507658E-5, 2.3430169, , , , , 
11442, GLI4, 3.1467428E-6, 5.8513783E-6, 1.8595033, , , , , 
11443, GLI4, 3.482872E-5, 2.0750722E-5, 0.59579337, , , , , 
11444, GLO1, 2.6246695E-5, 8.1269144E-7, 0.030963574, , , , , 
11445, GLO1, 1.008388E-5, 9.156323E-6, 0.9080159, , , , , 
11446, GLO1, 3.482872E-5, 2.3242974E-5, 0.66735077, , , , , 
11447, GLO1, 3.8190014E-5, 3.4403936E-5, 0.9008621, , , , , 
11448, GLO1, 3.046619E-5, 4.2314132E-5, 1.3888882, , , , , 
11449, GLP1R, 1.0470071E-4, 7.043326E-7, 0.006727104, , , , , 
11450, GLP1R, 1.9917451E-4, 1.3284796E-4, 0.6669928, , , , , 
11451, GLP1R, 5.821474E-5, 1.27321655E-5, 0.21871033, , , , , 
11452, GLP1R, 1.3302139E-5, 5.1470455E-5, 3.8693366, , , , , 
11453, GLP1R, 3.4042034E-5, 6.642398E-5, 1.9512341, , , , , 
11454, GLP1R, 1.7450118E-5, 2.3351333E-5, 1.3381761, , , , , 
11455, GLP2R, 2.5030909E-6, 8.6687083E-7, 0.34632015, , , , , 
11456, GLP2R, 6.0431765E-5, 2.9636147E-5, 0.49040678, , , , , 
11457, GLP2R, 1.2229387E-5, 1.1215142E-5, 0.91706496, , , , , 
11458, GLP2R, 4.855996E-5, 1.3945784E-4, 2.871869, , , , , 
11459, GLP2R, 1.6377366E-5, 1.0434958E-4, 6.371573, , , , , 
11460, GLP2R, 3.4256584E-5, 4.534818E-5, 1.3237801, , , , , 
11461, GLRX, 4.605687E-5, 6.111439E-5, 1.3269333, , , , , 
11462, GLRX, 4.770176E-5, 1.4682625E-5, 0.3078005, , , , , 
11463, GLRX, 8.725059E-6, 1.5874573E-5, 1.819423, , , , , 
11464, GLRX, 2.8034618E-5, 4.9032384E-5, 1.7489942, , , , , 
11465, GLRX, 2.8964336E-5, 2.0642363E-5, 0.71268207, , , , , 
11466, GLRX, 1.1800285E-5, 2.004639E-5, 1.6988055, , , , , 
11467, GLRX2, 1.360251E-4, 8.863754E-5, 0.65162635, , , , , 
11468, GLRX2, 3.1825013E-5, 2.6385382E-5, 0.8290768, , , , , 
11469, GLRX2, 5.7642606E-5, 3.494573E-5, 0.60624826, , , , , 
11470, GLRX2, 2.7820066E-5, 8.2786166E-5, 2.9757717, , , , , 
11471, GLRX2, 4.841693E-5, 4.4968925E-5, 0.92878515, , , , , 
11472, GLS, 2.3457536E-5, 1.7294074E-4, 7.3725023, , , , , 
11473, GLS, 6.121845E-5, 3.5216628E-6, 0.057526167, , , , , 
11474, GLS, 4.9632716E-5, 1.9802581E-4, 3.9898243, , , , , 
11475, GLS, 4.4125914E-5, 6.1006038E-5, 1.3825444, , , , , 
11476, GLS, 9.168464E-5, 5.520884E-5, 0.60216016, , , , , 
11477, GLS, 7.995587E-5, 1.8312647E-5, 0.22903442, , , , , 
11478, GLS2, 3.6402093E-5, 3.332035E-5, 0.9153416, , , , , 
11479, GLS2, 2.2742368E-5, 1.7933391E-5, 0.7885455, , , , , 
11480, GLS2, 7.6237E-5, 7.0433256E-5, 0.9238724, , , , , 
11481, GLS2, 2.588911E-5, 2.5301793E-5, 0.9773141, , , , , 
11482, GLS2, 1.6448883E-5, 1.804175E-5, 1.0968374, , , , , 
11483, GLS2, 1.360251E-4, 4.4047876E-5, 0.32382166, , , , , 
11484, GLUD1, 1.8236804E-5, 4.1230545E-5, 2.2608428, , , , , 
11485, GLUD1, 3.068074E-5, 2.9744506E-5, 0.96948457, , , , , 
11486, GLUD1, 7.208902E-5, 5.2012252E-5, 0.7215004, , , , , 
11487, GLUD1, 4.8273894E-5, 1.517024E-6, 0.03142535, , , , , 
11488, GLUD1, 2.6532762E-5, 1.6470547E-5, 0.62076265, , , , , 
11489, GLUD1, 1.4947028E-5, 5.8297064E-5, 3.9002445, , , , , 
11490, GLUD2, 4.2767093E-5, 2.8552558E-5, 0.6676292, , , , , 
11491, GLUD2, 7.4878175E-5, 1.0835885E-5, 0.14471354, , , , , 
11492, GLUD2, 2.174113E-5, 7.292551E-5, 3.354265, , , , , 
11493, GLUD2, 8.21729E-5, 1.6335098E-4, 1.9878937, , , , , 
11494, GLUD2, 3.4328103E-5, 9.795641E-5, 2.853534, , , , , 
11495, GLUL, 4.7344176E-5, 8.289452E-6, 0.17508917, , , , , 
11496, GLUL, 3.969187E-5, 2.9581968E-5, 0.7452904, , , , , 
11497, GLUL, 3.6187543E-5, 1.8746083E-5, 0.5180259, , , , , 
11498, GLUL, 6.808407E-5, 5.390853E-5, 0.79179364, , , , , 
11499, GLUL, 4.1050687E-5, 1.8529365E-5, 0.4513777, , , , , 
11500, GMDS, 3.911973E-5, 2.0750722E-5, 0.5304413, , , , , 
11501, GMDS, 2.0739894E-6, 8.760813E-5, 42.24136, , , , , 
11502, GMDS, 1.6234331E-5, 3.8250677E-5, 2.3561597, , , , , 
11503, GMDS, 4.7344176E-5, 6.994564E-5, 1.4773865, , , , , 
11504, GMDS, 6.436519E-7, 7.58512E-7, 1.1784506, , , , , 
11505, GMNN, 5.864384E-6, 9.210503E-7, 0.15705831, , GMNN, , GMNN, 
11506, GMNN, 9.540352E-5, 2.08049E-5, 0.21807267, , GMNN, , , 
11507, GMNN, 2.2956918E-5, 8.993785E-6, 0.39176795, , GMNN, , , 
11508, GMNN, 2.6318212E-5, 1.08358854E-7, 0.0041172574, , GMNN, , , 
11509, GMNN, 2.2956918E-5, 4.2964286E-5, 1.871518, , GMNN, , , 
11510, GMPPA, 4.2910128E-7, 1.6741444E-5, 39.015133, , , , , 
11511, GMPPA, 2.7748549E-5, 2.5139254E-5, 0.90596646, , , , , 
11512, GMPPA, 7.151688E-8, 2.5030897E-5, 349.99985, , , , , 
11513, GMPPA, 2.8892819E-5, 8.56035E-6, 0.2962795, , , , , 
11514, GMPPA, 3.34699E-5, 1.3544857E-6, 0.04046877, , , , , 
11515, GMPPB, 1.8665905E-5, 6.60989E-6, 0.3541157, , , , , 
11516, GMPPB, 2.5030908E-5, 9.768551E-5, 3.9025955, , , , , 
11517, GMPPB, 5.020485E-5, 4.5944154E-5, 0.9151338, , , , , 
11518, GMPPB, 8.152924E-6, 3.2507657E-7, 0.03987239, , , , , 
11519, GMPPB, 6.8942274E-5, 2.459746E-5, 0.35678342, , , , , 
11520, GMPPB, 7.895463E-5, 5.2716583E-5, 0.66768193, , , , , 
11521, GNA11, 1.4482168E-4, 9.752297E-7, 0.0067340033, , , , , 
11522, GNA11, 3.9048216E-5, 6.723667E-5, 1.7218884, , , , , 
11523, GNA11, 3.911973E-5, 1.5224419E-4, 3.8917494, , , , , 
11524, GNA11, 5.4495864E-5, 7.9047786E-5, 1.4505281, , , , , 
11525, GNA11, 2.381512E-5, 2.3838948E-5, 1.0010005, , , , , 
11526, GNA11, 1.3588207E-5, 3.407886E-5, 2.5079732, , , , , 
11527, GNA12, 8.589177E-5, 6.891623E-5, 0.8023613, , , , , 
11528, GNA12, 1.5447646E-5, 4.9845075E-6, 0.32267103, , , , , 
11529, GNA12, 4.6485973E-5, 1.6903981E-5, 0.36363617, , , , , 
11530, GNA12, 4.2910128E-7, 8.814993E-5, 205.4292, , , , , 
11531, GNA12, 1.4803994E-5, 6.5177854E-5, 4.402721, , , , , 
11532, GNA13, 1.4446409E-5, 3.3482887E-5, 2.3177307, , , , , 
11533, GNA13, 1.9166524E-5, 6.6640696E-6, 0.34769318, , , , , 
11534, GNA13, 1.7378601E-5, 3.7383805E-5, 2.15114, , , , , 
11535, GNA13, 1.4875511E-5, 1.2407089E-5, 0.8340614, , , , , 
11536, GNA13, 9.461683E-5, 4.171816E-6, 0.04409169, , , , , 
11537, GNA13, 1.1299667E-5, 1.16756666E-4, 10.332753, , , , , 
11538, GNA15, 4.333923E-5, 6.447352E-6, 0.1487648, , , , , 
11539, GNA15, 1.9309557E-5, 3.0448839E-5, 1.5768793, , , , , 
11540, GNA15, 1.508291E-4, 1.5874573E-5, 0.10524874, , , , , 
11541, GNA15, 1.1299667E-5, 5.5804812E-5, 4.9386244, , , , , 
11542, GNA15, 2.8034618E-5, 1.3003063E-5, 0.46382168, , , , , 
11543, GNA15, 2.059686E-5, 2.5193434E-4, 12.231687, , , , , 
11544, GNAI1, 4.7272657E-5, 9.752297E-5, 2.062989, , , , , 
11545, GNAI1, 1.12281505E-5, 4.8544767E-5, 4.3234873, , , , , 
11546, GNAI1, 6.887075E-5, 2.84442E-5, 0.41300842, , , , , 
11547, GNAI1, 2.5746076E-6, 1.7174878E-5, 6.670872, , , , , 
11548, GNAI1, 3.0537707E-5, 1.6037111E-5, 0.5251577, , , , , 
11549, GNAI2, 3.375597E-5, 3.2670196E-5, 0.96783465, , , , , 
11550, GNAI2, 2.2742368E-5, 3.900919E-5, 1.715265, , , , , 
11551, GNAI2, 6.593856E-5, 1.8746083E-5, 0.2842962, , , , , 
11552, GNAI2, 4.1551306E-5, 4.659431E-6, 0.11213681, , , , , 
11553, GNAI2, 1.3373657E-5, 1.3171019E-4, 9.848479, , , , , 
11554, GNAI3, 1.673495E-5, 8.760813E-5, 5.23504, , , , , 
11555, GNAI3, 2.28854E-5, 4.388534E-5, 1.9176129, , , , , 
11556, GNAI3, 5.456738E-5, 2.8173303E-5, 0.516303, , , , , 
11557, GNAI3, 1.69495E-5, 5.699676E-5, 3.36274, , , , , 
11558, GNAI3, 5.821474E-5, 3.1098993E-5, 0.53421164, , , , , 
11559, GNAI3, 8.8752444E-5, 8.7933215E-5, 0.9907695, , , , , 
11560, GNAL, 8.438992E-6, 3.1911684E-5, 3.7814567, , GNAL, , GNAL, 
11561, GNAL, 2.8678269E-5, 7.8018375E-6, 0.272047, , GNAL, , , 
11562, GNAL, 2.6747313E-5, 1.2520865E-4, 4.6811676, , GNAL, , , 
11563, GNAL, 1.7378601E-5, 3.79256E-7, 0.02182316, , GNAL, , , 
11564, GNAL, 4.0693103E-5, 1.0294092E-6, 0.025296897, , GNAL, , , 
11565, GNAO1, 8.51766E-5, 9.4109666E-5, 1.104877, , , , , 
11566, GNAO1, 5.363766E-6, 5.092866E-6, 0.9494945, , , , , 
11567, GNAO1, 5.3566142E-5, 2.557269E-5, 0.477404, , , , , 
11568, GNAO1, 5.3923726E-5, 3.8304857E-5, 0.71035254, , , , , 
11569, GNAO1, 1.1657251E-5, 8.831247E-6, 0.75757545, , , , , 
11570, GNAQ, 2.1240514E-5, 3.8467395E-5, 1.8110389, , , , , 
11571, GNAQ, 1.7378601E-5, 4.4806387E-5, 2.5782504, , , , , 
11572, GNAQ, 7.866857E-7, 1.6795623E-6, 2.1349852, , , , , 
11573, GNAQ, 2.588911E-5, 2.4380743E-5, 0.94173735, , , , , 
11574, GNAQ, 3.1038326E-5, 9.5789226E-5, 3.0861595, , , , , 
11575, GNAS, 2.4887873E-5, 8.1269145E-6, 0.32654113, , , , , 
11576, GNAS, 1.2229387E-5, 2.2321925E-5, 1.8252693, , , , , 
11577, GNAS, 2.7820066E-5, 2.6764637E-5, 0.9620623, , , , , 
11578, GNAS, 9.654778E-6, 1.0131553E-5, 1.0493822, , , , , 
11579, GNAS, 5.2636424E-5, 5.959737E-7, 0.011322458, , , , , 
11580, GNAT1, 6.343547E-5, 1.3897024E-4, 2.190734, , GNAT1, , GNAT1, 
11581, GNAT1, 2.0954445E-5, 4.6052514E-6, 0.21977444, , GNAT1, , , 
11582, GNAT1, 7.638003E-5, 2.849838E-5, 0.37311298, , GNAT1, , , 
11583, GNAT1, 9.4259245E-5, 2.2538643E-5, 0.23911335, , GNAT1, , , 
11584, GNAT1, 2.016776E-5, 9.752297E-7, 0.048355877, , GNAT1, , , 
11585, GNAT1, 1.69495E-5, 6.84828E-5, 4.0404024, , GNAT1, , , 
11586, GNAT3, 4.2910127E-5, 3.781724E-5, 0.8813127, , , , , 
11587, GNAT3, 9.876481E-5, 1.1702757E-5, 0.11849116, , , , , 
11588, GNAT3, 5.9931146E-5, 2.8010765E-5, 0.46738243, , , , , 
11589, GNAT3, 3.3040797E-5, 2.5410152E-5, 0.7690539, , , , , 
11590, GNAT3, 1.4382045E-4, 6.306486E-5, 0.43849716, , , , , 
11591, GNAZ, 1.0691774E-4, 2.8064944E-5, 0.262491, , , , , 
11592, GNAZ, 2.6961863E-5, 1.6795623E-6, 0.062294, , , , , 
11593, GNAZ, 5.478193E-5, 1.04403756E-4, 1.9058065, , , , , 
11594, GNAZ, 5.8786874E-5, 1.003403E-4, 1.7068487, , , , , 
11595, GNAZ, 1.0656015E-5, 3.196586E-5, 2.9997952, , , , , 
11596, GNB1, 1.0656015E-5, 1.9450415E-5, 1.8252993, , , , , 
11597, GNB1, 6.7225865E-6, 5.975991E-5, 8.889422, , , , , 
11598, GNB1, 2.5173942E-5, 3.4674835E-5, 1.3774098, , , , , 
11599, GNB1, 3.7260295E-5, 4.2747568E-5, 1.1472687, , , , , 
11600, GNB1, 3.0394674E-5, 8.939605E-6, 0.29411748, , , , , 
11601, GNB1, 2.2599334E-5, 6.718249E-6, 0.29727644, , , , , 
11602, GNB1L, 2.1240514E-5, 3.0665557E-5, 1.4437295, , , , , 
11603, GNB1L, 8.224441E-6, 2.4489102E-5, 2.9776006, , , , , 
11604, GNB1L, 3.3326865E-5, 1.13235E-5, 0.33977094, , , , , 
11605, GNB1L, 6.1075414E-5, 2.0479823E-5, 0.33532026, , , , , 
11606, GNB1L, 3.9334285E-5, 1.1540218E-5, 0.29338828, , , , , 
11607, GNB2L1, 2.1240514E-5, 6.0897677E-5, 2.8670528, , , , , 
11608, GNB2L1, 1.8308321E-5, 4.1501444E-5, 2.2668078, , , , , 
11609, GNB2L1, 2.1955682E-5, 1.20982666E-4, 5.510312, , , , , 
11610, GNB2L1, 1.580523E-5, 2.1129977E-6, 0.13368978, , , , , 
11611, GNB2L1, 2.5316975E-5, 1.0099045E-4, 3.989041, , , , , 
11612, GNB3, 1.5376128E-5, 1.2547955E-4, 8.160672, , , , , 
11613, GNB3, 5.7285022E-5, 1.9504594E-5, 0.3404833, , , , , 
11614, GNB3, 9.168464E-5, 2.654792E-6, 0.02895569, , , , , 
11615, GNB3, 4.7558726E-5, 5.092866E-6, 0.10708584, , , , , 
11616, GNB3, 3.9048216E-5, 3.527081E-5, 0.903263, , , , , 
11617, GNB3, 7.2804185E-5, 7.7368226E-5, 1.0626893, , , , , 
11618, GNE, 3.3541415E-5, 4.177234E-5, 1.2453958, , , , , 
11619, GNE, 4.4411983E-5, 3.099063E-5, 0.69779885, , , , , 
11620, GNE, 2.8320685E-5, 5.2770763E-5, 1.8633294, , , , , 
11621, GNE, 1.7164051E-5, 4.0201136E-5, 2.3421705, , , , , 
11622, GNE, 3.911973E-5, 2.8064944E-5, 0.71741146, , , , , 
11623, GNG13, 2.059686E-5, 2.470582E-5, 1.1994944, , , , , 
